trench,profile,lon,lat,z_a,W,theta_l,theta_s,A,S,h_f,d_f,class,age_Ma,sed_m
kermadec,161,184.846,-24.3989749248,-9406.08707037,58.022934538600005,7.115589231016367,4.689601676463873,0.2055017638906026,135.2620356949018,-23.715929490000235,79.0321160628,1,93.8865500275,28.6722864376
kermadec,162,184.863,-24.3175530589,-9739.79719165,56.038853597,7.86873014611397,5.110171965446597,0.2125417201667828,130.63049842273526,26.180249570000345,81.0565802682,1,93.6407411081,27.66361333
kermadec,163,184.87,-24.2340096783,-9893.55467919,60.043869466900006,8.050367767870478,5.024543948030289,0.2314221224270599,148.48251560750057,-60.471808305000195,94.0690208194,1,93.3878133258,29.7408604469
kermadec,164,184.877,-24.1504659752,-10017.515143,59.0406741665,9.616329251564744,4.965793090883496,0.3189203911109454,149.59439100542198,-160.87733496999954,81.0561674284,1,93.140950252,31.3008073745
kermadec,165,184.893,-24.0688541523,-10021.8729301,66.0368300928,7.377459702236121,4.810653640674156,0.2105991296064747,158.5763379284531,-462.71907619000103,56.0315233887,1,92.8991234937,30.3638843995
kermadec,166,184.918,-23.9872069513,-9738.76119804,73.0172442203,5.371618755313119,4.4356702221323046,0.095433971134458,177.69540474329511,-55.08823870500055,96.0243081407,1,92.6601395639,29.8637991658
kermadec,167,184.961,-23.9114356504,-10221.960175,71.9958968556,6.148293722021652,5.50521812537708,0.0551829873316786,187.7015377813208,-236.99787263250073,79.9968949367,1,92.416001692,28.337593654
kuril-kamchatka,0,144.711384284,40.9220771579,-6616.80605518,11.01725468167,1.791662883778049,8.012491003493833,-0.6345094325571425,10.30169707676083,1171.5450310200004,13.0203247484,1,132.226029124,926.33309184
kuril-kamchatka,1,144.762184386,41.0180834339,-6754.32497023,7.01076772457,6.114312704974314,8.128543653913194,-0.1414204354930537,6.25471559855093,1373.76657032,18.0275953971,1,132.119822399,956.101019438
kuril-kamchatka,2,144.817362462,41.1108947588,-7115.21876463,26.0346687792,3.4041521004614053,3.4041819293527573,-4.3812320637375425e-06,38.33443890082296,168.94650035499944,135.173793819,1,132.022386007,988.092354664
kuril-kamchatka,3,144.889623822,41.1909797561,-7173.9170673,58.0429307424,3.449814737318348,1.3156106782607946,0.4478517389193433,87.70782446745193,16.35663612999906,123.085340162,1,131.94677306,1000.43444273
kuril-kamchatka,9,145.473780783,41.424639023,-7072.4159169,39.0147172037,4.64950421587247,1.6064193091488783,0.486432561803608,53.64552841386717,94.91996601000028,112.03652722,1,131.886631286,798.950426054
kuril-kamchatka,11,145.680092842,41.5390767495,-7156.89440121,34.0133267613,3.6389697196304502,2.25460723600461,0.2348934261903888,48.069908326307605,2632.9413927350006,37.0139107298,1,131.820539836,790.176291199
kuril-kamchatka,20,146.644634197,41.9537729955,-7205.99850955,31.0214800061,3.378151422163352,2.4411671805465183,0.1610127070857592,40.886975882880904,368.131101815,99.0638723497,1,131.669247611,663.832411055
kuril-kamchatka,25,147.124044861,42.2310916422,-7349.39828711,19.0111109909,12.098646482680495,3.2716022812674046,0.5742941664104749,26.85748371041181,232.5597804449999,72.0397586242,1,131.50703121,532.615607063
kuril-kamchatka,29,147.574119082,42.4409726527,-7762.33479222,20.0251326344,8.35256458080326,8.352629699332963,-3.898100711114282e-06,31.337076136767585,3.8616996649998327,110.133412645,1,130.167943516,487.273710138
kuril-kamchatka,30,147.647892741,42.5300763054,-7709.5083359,45.0401816871,4.512837700502483,2.4934816014501027,0.2882192506541355,72.42767932016011,213.0282669649996,103.087505716,1,129.572405837,494.023455395
kuril-kamchatka,33,147.926831924,42.7053139921,-8008.77847809,49.0566078489,3.6949711830848977,3.848555264072412,-0.020359719298842,86.22431900923401,-1223.3692455275004,33.0376430648,1,127.110444368,499.623804163
kuril-kamchatka,34,148.008289877,42.7757691221,-8540.43891324,61.042152881700005,5.380611888650769,3.49618939484243,0.2122862091452362,119.90393245950791,76.03003867000007,88.0573279847,1,127.064486253,494.667683013
kuril-kamchatka,37,148.30002772,42.9391207701,-8739.6810907,71.04583304799999,4.570905597440607,3.5455894700050976,0.1263249862059216,145.59011313009353,148.79164639999908,108.063934709,1,127.013533723,527.846487798
kuril-kamchatka,39,148.491334251,43.0547018568,-8591.97732485,79.072142239,3.5110086547245176,3.4235770969025587,0.0126080433573764,162.4901013686053,133.47903375500027,92.0798980033,1,126.959920184,566.14037923
kuril-kamchatka,43,148.842908242,43.2976002291,-9093.23810477,73.065712621,5.6695271012990585,3.7437768991061806,0.2045775003240068,172.2905105669173,328.0680073700005,131.110326403,1,126.823662952,560.866537114
kuril-kamchatka,49,149.39469148,43.6311554506,-9402.60540946,88.0925393151,5.215980170104649,3.6164128468593777,0.1811023717098011,204.12399347846676,137.48058993499944,95.0963312147,1,126.681165713,529.209038882
kuril-kamchatka,50,149.476621816,43.6955564225,-9576.2867952,83.04213853280001,6.512460376515489,3.6972942143393217,0.2757329901639161,198.2919516456421,59.00571374500032,86.0405022833,1,126.39184614,556.282931952
kuril-kamchatka,61,150.62035102,44.2207225966,-9485.62549587,249.0709307422,1.7241813570408904,4.071185976078383,-0.4049794403238028,709.6988278892943,3469.777593939,180.082906089,0,123.68390214,591.514929107
kuril-kamchatka,74,151.972137737,44.8002857573,-9377.05945253,100.1383950077,3.1641047930164348,3.427322149947729,-0.039933288984149,222.77443509399032,411.2836859049994,113.150692311,1,121.433271087,672.242592386
kuril-kamchatka,83,152.93114033,45.3320080526,-9200.33709738,85.0922349649,3.864755680027572,3.602124875472745,0.0351727609143775,180.13814638456836,289.0358476299998,95.0985973259,1,120.305634061,704.560260575
kuril-kamchatka,86,153.232996172,45.5338132714,-8572.2239059,77.1003613913,3.286498985407596,3.202522505303385,0.0129413163794299,157.07892695066317,142.0206342699994,84.1062121197,1,119.741788961,632.318100965
kuril-kamchatka,87,153.328657918,45.6055473928,-8812.29018294,70.0879200168,4.531412770776509,3.604778316455871,0.1138904487844131,155.07249587216907,304.76712055999997,90.1094823495,1,119.5228253,682.075182912
kuril-kamchatka,88,153.424564979,45.6772012268,-8816.54926691,76.086073993,3.589261521880464,3.782873170316367,-0.0262626303668643,164.76161053541622,330.90206949500043,90.0976846433,1,119.291048706,702.624597215
kuril-kamchatka,90,153.583113776,45.7814799458,-8665.56586684,80.1014308957,3.1092093687952698,3.6123026060748376,-0.0748482245007515,172.20517324719265,335.1836776599994,95.115792337,1,119.001631041,583.322535654
kuril-kamchatka,91,153.685773165,45.8568803373,-8595.59535739,76.0779824592,3.099627500818898,3.827146145407115,-0.1050299434838035,155.4999689400416,306.01962723999986,96.09310816492,1,118.765387449,528.261429134
kuril-kamchatka,93,153.826740939,45.9547637598,-8668.36486715,69.0897973818,3.2815991308773356,5.7626202419407715,-0.2743211999611603,138.6246405301438,129.18143231500017,76.0954199221,1,118.471743692,504.618834997
kuril-kamchatka,96,154.106269463,46.1405316829,-8497.61732124,54.0791568416,5.350414876201246,4.6159787199037865,0.073691265472847,113.25467150203345,493.62357238,81.1159556886,1,117.929306733,502.443881082
kuril-kamchatka,97,154.190005276,46.2081595436,-8506.75418326,71.08981012870001,3.053504440032793,4.683461133310209,-0.2106713126517301,131.198789294175,800.0953343749998,82.0997631894,1,117.704157199,502.080498033
kuril-kamchatka,99,154.361499783,46.3460232437,-8114.31676666,74.1176544031,2.868959556395772,4.446746246111199,-0.2156711508511927,145.8135643094087,-89.65983696999956,76.1178975975,1,117.230352668,502.263534643
kuril-kamchatka,100,154.447767556,46.4149511616,-8087.09649217,63.093786449,3.811654122970204,4.4664961672616075,-0.0791048750424494,129.7152010777352,27.6227363349999,76.1103811842,1,116.992329001,502.640319173
kuril-kamchatka,101,154.525722417,46.4836786008,-8088.05078108,59.0721769732,3.681662057933574,4.361156727673265,-0.0844846424932129,106.53174840191102,240.63942940000015,76.08981121,1,116.714596124,501.495833786
kuril-kamchatka,103,154.687373826,46.6181955023,-7800.93705888,45.0724859268,3.1175469418862796,4.262531151965643,-0.1551452702151225,75.45714093154868,812.1880297749994,95.1489368783,1,116.065571814,494.812491984
kuril-kamchatka,104,154.786523818,46.675631105,-7903.00545365,299.4075977799,0.8519396876147219,3.7737991817556615,-0.6316524941535747,635.3897780608038,1284.2380251850002,75.11147469,0,115.670675636,491.500121303
kuril-kamchatka,105,154.854920892,46.7496430184,-8070.67810378,54.0929069357,4.1554702416863645,4.817531980631695,-0.0737837484647691,106.27083829193006,421.8775890799998,87.1465657395,1,115.375099622,488.186816375
kuril-kamchatka,106,154.928789855,46.82081931,-7920.86942082,40.0521884618,3.5288928813011484,4.769479572272399,-0.1494975909929198,61.25573177005292,728.2469530750004,78.0984633931,1,115.122551682,483.642054318
kuril-kamchatka,108,155.108177715,46.9463418168,-7698.67494692,54.1036764383,3.407129608499322,3.6685918858514928,-0.0369520306248514,97.45519777130647,430.9038940999999,70.1327082876,1,114.867203039,486.114688295
kuril-kamchatka,109,155.16208666,47.0286183844,-7903.88131443,57.1099486721,3.108169299481736,4.270087685002203,-0.1574787091265479,100.38140364757705,666.3261869450007,68.1294136859,1,114.599882046,495.275856606
kuril-kamchatka,110,155.231653072,47.102454469,-7840.73428303,62.1022035405,3.1788559345611795,4.117975267906211,-0.1287023513751383,115.28143881114424,460.3120333850002,68.1098997404,1,114.397489399,498.788460975
kuril-kamchatka,111,155.313671984,47.1651339657,-8023.59100237,52.0918746678,3.363472179447168,5.8284703460118745,-0.2681694494648295,96.1568109519408,-34.80169878500055,36.0629005684,1,114.259484197,499.526619146
kuril-kamchatka,112,155.37075453,47.2433338299,-8098.11978388,48.0918284469,4.430305577565422,6.190717458734844,-0.1657478639442482,95.90788116846544,65.08591846000036,32.060775947,1,114.069458099,499.647852129
kuril-kamchatka,113,155.441286789,47.318181874,-8003.44529742,45.073020738,4.6549996795366,5.316528956775473,-0.0663418119093459,86.47898604671025,279.58930019999934,58.0925684503,1,113.940544383,498.697521929
kuril-kamchatka,114,155.531943958,47.3810894036,-8084.50872828,49.069558366799995,4.375816457556242,5.365178293689174,-0.1015668174963792,95.44899342779944,74.2834031099992,49.068258826,1,113.896736606,496.870417585
kuril-kamchatka,115,155.622817897,47.4439250772,-8033.84187528,54.0826478041,3.883996028628179,5.228553716730261,-0.1475501067949663,107.24258844583804,213.14678686499977,80.1191589558,1,113.838503343,495.622116689
kuril-kamchatka,116,155.703945124,47.512653296,-8080.07442435,53.0948140227,3.90838582582246,5.943602835504245,-0.2065793089745309,101.94298213417396,161.05449989499994,85.1488230876,1,113.783170303,496.188824881
kuril-kamchatka,117,155.770329115,47.590280074,-8048.99783512,52.0932913066,4.000105749626919,5.447209941217945,-0.153176228988873,104.50915474819948,156.8273391849998,66.1164711198,1,113.708213407,497.55476401
kuril-kamchatka,118,155.851905054,47.6589243182,-8143.0144198,52.0910292482,4.297743185334529,5.413032577567176,-0.1148506998270325,105.82630095787503,493.6083291800005,42.0726957329,1,113.653512487,496.963861363
kuril-kamchatka,119,155.923607535,47.7334873943,-8315.00005858,60.10803950260001,4.927098188657915,4.034642448253552,0.0995850891654385,123.23038376434914,302.05462165500103,82.1451734463,1,113.579566,498.915961948
kuril-kamchatka,120,156.000484726,47.8049918182,-8391.34839789,59.0918183444,5.1870957634186,4.380175814837555,0.0843416999277994,123.82582681766227,261.5513440200002,83.1261360895,1,113.513214348,499.772458526
kuril-kamchatka,122,156.169876547,47.9388451287,-8391.17389714,52.0968601949,5.478012609959409,4.349629053558302,0.1148173280055484,106.35720123166304,733.4403045099998,79.1449323094,1,113.407379685,501.525794395
kuril-kamchatka,123,156.242398186,48.013187755,-8396.42879547,60.0976029574,4.438306564912254,4.43842685269289,-1.3550906057174864e-05,125.55489098501344,628.7560006499998,80.1272185272,1,113.331912741,502.254691908
kuril-kamchatka,127,156.617610809,48.2733896214,-8156.64889669,64.12362359740001,3.693801599605397,3.6938890356796255,-1.183537299340089e-05,121.50939041673102,240.90219355000045,79.1502657719,1,113.137825472,502.693191942
kuril-kamchatka,128,156.698395025,48.3507059229,-8421.59955455,59.103830903,4.982347804018529,4.2070132138747045,0.0843730688819513,118.23659828337811,238.19931816999903,79.1365237715,1,113.062571755,500.376877612
kuril-kamchatka,129,156.789315624,48.4218174202,-8405.06829323,56.0855728151,5.379911365999236,4.040234750985578,0.1422139952370993,115.63108220259126,306.47925211000074,79.1179591524,1,112.993787636,497.01826064
kuril-kamchatka,131,156.971922238,48.5638243215,-8529.22700699,64.1193460714,4.324019854370969,4.062967704243098,0.0311258539855291,126.86708343753564,186.86129548000008,89.1628370023,1,112.870984563,494.477500922
kuril-kamchatka,132,157.06004125,48.6388142468,-8572.90624108,65.0973959257,4.577818874575218,4.175527046195565,0.0459586347918749,128.9934446287256,163.72264752999945,90.1308944484,1,112.796766577,495.085325963
kuril-kamchatka,135,157.390852158,48.8330626948,-8309.11792238,59.096907500499995,3.6314643760665506,4.301749264536678,-0.0844909665661241,109.31906668704111,13.945041179999862,75.1203366535,1,112.659258978,494.356972468
kuril-kamchatka,136,157.487038111,48.9047702174,-7964.40689594,53.0920917923,3.2006939836420267,3.5839146681734433,-0.056483830416493,90.83576395977649,70.95348922500034,81.137672024,1,112.597845799,494.673497811
kuril-kamchatka,137,157.578164046,48.9792170811,-7968.17751337,51.0772370449,4.15131797742983,3.4120402062407584,0.0977446463906977,89.25396177535292,-9.854267794999942,83.1223920061,1,112.527740621,500.749943596
kuril-kamchatka,140,157.911752966,49.1710342681,-7946.3804825,49.0816410572,3.5654044624670593,3.4232139716414847,0.0203460086090266,76.12458184938062,-38.29853098000058,71.1159222142,1,112.386887994,590.573975479
kuril-kamchatka,142,158.117631336,49.3078139945,-7793.13720339,35.0555215073,4.666708372410335,3.9324554064678305,0.0853865544166079,54.114026261998504,-69.11519531500016,83.1283304134,1,112.275530984,566.043750578
kuril-kamchatka,144,158.306593323,49.4377297985,-7761.01160314,38.0698165905,3.646424502068879,4.050368252424085,-0.0524820874408247,59.84221874392565,-68.31246947,84.15116241,1,112.16616522,596.66946772
kuril-kamchatka,145,158.386898024,49.4957717599,-7852.03129715,37.063967106099994,4.425911428566208,4.193895067411672,0.0269166554101646,61.14938402706483,-63.899634384999445,85.1435922197,1,112.110907091,635.302542866
kuril-kamchatka,146,158.481963769,49.5628752845,-7853.31329333,40.0651894948,4.70593626188906,3.481919737446082,0.1494917014347063,64.15062990985764,-89.08350168000015,85.1351843317,1,112.053942245,674.21594094
kuril-kamchatka,149,158.773327635,49.7603342222,-7684.89486386,32.061335768999996,4.894971524863071,3.3535736233864584,0.1868690628193653,46.94683723533073,-35.99707710000075,77.1452732043,1,111.882198922,616.153407068
kuril-kamchatka,150,158.864908589,49.8304985573,-7789.6096222,31.0511587457,5.978514768984387,3.784214061507767,0.2247630499193125,46.47031648989103,-67.79179700500026,77.1243784829,1,111.815292675,591.606333504
kuril-kamchatka,153,159.155142413,50.0304357483,-7572.87125281,26.053143883399997,4.828547258599943,3.022231206239967,0.2300811391443089,36.82111832491805,322.53020125500007,90.18099571,1,111.645002245,811.086407083
kuril-kamchatka,154,159.24866242,50.1136024484,-7635.70702494,26.0532578719,4.200090181211238,3.601824176105862,0.0766819498017543,35.26070491149183,206.6978379300008,70.1415163245,1,111.566599464,1331.64270164
kuril-kamchatka,155,159.334182507,50.1988518722,-7630.67179484,29.058779212300003,4.367435343103121,3.0859287749580058,0.1719366648195471,39.738636328010614,420.7355174450004,76.1518701336,1,111.426356682,1304.72260942
kuril-kamchatka,156,159.423476578,50.2719704453,-7646.97288208,26.0506609482,5.297634997194019,3.316816364009791,0.2299413566956889,37.286561574872,620.7925655500003,72.1382527637,1,111.183683241,1304.4583316
kuril-kamchatka,157,159.513045402,50.3450202704,-7699.19394329,28.0535339089,4.749171766685132,3.5654929433179547,0.1423603794802614,38.587536328522695,251.07156461500017,81.152104874,1,110.885047212,1309.0222824
kuril-kamchatka,158,159.608834857,50.4155778099,-7717.62579643,30.060084118,5.164285012771778,3.9536504099429624,0.132775079741502,46.6135332304305,425.4668078799996,97.1905046183,1,110.562874615,1314.46025539
kuril-kamchatka,159,159.687062918,50.4933394769,-7698.59612997,27.057630337600003,4.677045400425913,4.344342066996684,0.036879397390996,41.45769278613072,106.3814576399991,69.1455145275,1,110.361099612,1358.82234224
kuril-kamchatka,160,159.765549171,50.5710484137,-7744.86556003,26.0556218516,5.0091768233432745,3.6777604567235778,0.153266487795967,36.88197447218331,381.81294847000026,77.1626095285,1,110.253465402,1409.26989826
kuril-kamchatka,161,159.844295006,50.6487042993,-7742.32877905,27.053500008,4.618374665354477,4.97197377846374,-0.0368703092677709,40.58497584417185,198.3150960999992,77.1499848504,1,110.15368224,1459.88043285
kuril-kamchatka,162,159.947165905,50.7165469429,-7713.80597482,25.0507178887,3.4900405590869146,5.227049938399818,-0.1992648097222014,34.62661519129246,583.1022669599997,91.1809500042,1,110.082419929,1458.54901074
kuril-kamchatka,163,160.018506387,50.7946344346,-7695.85465341,39.0892659762,2.882744199469375,4.606394850773673,-0.2301533780773317,58.616093525554945,182.73293057499995,78.1762988795,1,109.977407933,1506.72760071
kuril-kamchatka,164,160.078267118,50.8708851588,-7687.40993302,34.075496171400005,4.052484623502776,4.0525332416981925,-5.998530320948713e-06,52.470466093168085,131.89494582499992,74.1623582864,1,109.8638225,1560.71086711
kuril-kamchatka,165,160.157848063,50.9412552671,-7620.05359278,31.0689584945,3.921255256937321,4.181819583730448,-0.0321562285819457,48.06459888911251,306.7619471400003,62.1365189621,1,109.773384191,1566.28020797
kuril-kamchatka,166,160.220231088,51.0194199503,-7731.8687144,27.0660590107,5.287142700415829,4.911441951688674,0.0368385184359506,40.26661381691043,42.07221765499981,54.1313603467,1,109.665251604,1603.43231941
kuril-kamchatka,167,160.265360962,51.1054069359,-7761.18247306,32.0803221328,5.606941728194038,3.8428775393658174,0.1866770293569582,50.310350134970115,335.89586400999997,69.172175199,1,109.541108955,1677.75499049
kuril-kamchatka,168,160.31648957,51.1887559475,-7858.16505658,36.0860698658,7.023090458501564,3.1027262312979724,0.3871652378570961,62.38090407235853,345.31219541500013,66.1567738403,1,109.425406228,1732.89305639
kuril-kamchatka,169,160.385313373,51.2642115994,-7897.03355888,36.0762560892,7.64435376020051,2.955126201953663,0.4424016626277801,61.936514576818006,405.63502747999974,70.1467475689,1,109.328717384,1736.35606144
kuril-kamchatka,170,160.477723171,51.3291142946,-7898.35875698,31.05893003494,8.749133001077364,3.602569633920382,0.4166683346613712,54.73100091713454,366.2381285399997,69.1293395215,1,109.241991818,1672.30126649
kuril-kamchatka,171,160.576236036,51.3913105702,-7898.5357596,26.0533343169,7.360579229244029,4.61587705541766,0.229174816706134,42.48610595251545,269.7823551450001,75.1516188374,1,109.168405671,1594.35693776
kuril-kamchatka,172,160.657080162,51.4695530976,-7913.26178606,35.0735640455,5.321400046525214,3.996130987272654,0.1422339302595673,60.4845546265621,122.44276234500012,71.1472752546,1,109.060480475,1585.21041488
kuril-kamchatka,173,160.765769908,51.5471400176,-7911.16681079,36.0736786621,4.674483382471179,4.18434745779104,0.0553273827571619,59.682767960513694,156.27645272999962,63.1272583568,1,108.963772736,1542.36213561
kuril-kamchatka,174,160.857121116,51.6214398546,-7912.13626066,32.0687357284,4.826557991399281,3.7575469059856745,0.1245337863635925,50.376123581053946,264.91480757500085,58.123311032,1,108.867092607,1546.76245006
kuril-kamchatka,175,160.941865272,51.6970437471,-7912.59235881,32.0701100414,5.528771442008732,3.789142400986354,0.1866972661836937,50.92873051674715,268.3222557649997,71.1537366579,1,108.76587961,1586.88415872
kuril-kamchatka,176,161.026893348,51.7725861758,-7861.40658614,31.0681093269,5.15446373496642,3.727521166187363,0.1606558201414748,47.12497125161541,298.0831625999999,93.2010905914,1,108.666625076,1640.80801538
kuril-kamchatka,177,161.112206914,51.8480667123,-7722.36090595,30.0604615524,4.999288310819522,3.3376076922533127,0.1993164623804522,44.68344565402834,285.25432913999975,93.1837410552,1,108.575647644,1697.31051368
kuril-kamchatka,179,161.327507344,52.0091455001,-7610.19866532,30.0640074207,4.866424016967941,3.248661783842386,0.1993524496024447,42.8689411767622,174.45259094250014,75.15782816814,1,108.376374873,1696.8225225
kuril-kamchatka,181,161.364375132,52.0208462218,-7606.89862683,28.0611696893,4.82439351816447,3.622078736784576,0.1423451998762467,39.36090230729344,243.29971231999937,69.1489146079,1,108.372578432,1645.02239105
kuril-kamchatka,182,161.489220877,52.1252780158,-7421.00844043,21.0441554643,4.918576313482552,4.473378573192772,0.0474020313834127,29.24649079101868,153.9654265499994,75.1552705298,1,108.236582514,1585.59031594
kuril-kamchatka,183,161.591915925,52.1902173094,-7559.84731405,26.0502222087,4.624331399073308,3.966045441627216,0.0766306262988587,35.918338437600966,203.46569480000016,76.1440477392,1,108.164546374,1454.24284681
kuril-kamchatka,185,161.780967473,52.328246341,-7640.06828811,20.04797406282,4.33281355300508,3.5472868408645817,0.0996848609633958,23.712763020959283,1507.2348278300003,63.1498204107,1,107.996814842,1182.35204928
kuril-kamchatka,186,161.867420879,52.4327584094,-7673.36204519,42.1057883647,4.897278515862713,3.6769177190458446,0.1423294689534106,71.2106092103877,398.74606719750045,53.132780033779994,1,107.841469919,1083.61847874
kuril-kamchatka,187,161.879039542,52.4585329506,-7682.56431105,50.1347657814,5.184599863306794,3.183109420192363,0.2391921582482918,88.07609031178795,-329.2390842700006,59.1585156878,1,107.79830873,1079.03803385
kuril-kamchatka,188,161.879039542,52.4585329506,-7682.56431105,31.0601831579,5.611364119895032,3.550894973407256,0.2248865837022663,48.44351621504324,692.5800191200005,68.1299658413,1,107.79830873,1079.03803385
kuril-kamchatka,190,162.084975031,52.6050750966,-7650.09615052,37.084452602400006,6.013195705026593,3.6687345680874497,0.2421481120814852,63.62746700187559,-100.99802747749982,56.126791348530006,1,107.613867169,802.473542707
kuril-kamchatka,191,162.176796373,52.6848753699,-7673.35146766,40.091619046199995,5.357351542846993,4.387578329281319,0.0995156687929939,72.69453440057669,-306.8962446124997,53.12037990412,1,107.506748383,726.942361842
kuril-kamchatka,192,162.176796373,52.6848753699,-7669.03675491,38.0993435588,5.239527072683391,4.7181140420353165,0.0523631073505307,69.19806603415915,-432.8359691599999,48.12493735363,1,107.506748383,726.942361842
kuril-kamchatka,193,162.243471859,52.7881107735,-7627.57697323,39.1022717201,4.081864091720782,5.276451272270894,-0.1276498102582189,67.51158850078552,-295.84322152000004,43.1122472447,1,107.340579728,703.799848978
kuril-kamchatka,194,162.31046445,52.8913086287,-7701.25648973,47.1233622143,4.779440804100478,3.8634755338373106,0.1059787269075565,87.01447983409989,-442.02300209999976,68.1774000535,1,107.202751113,691.705882726
kuril-kamchatka,195,162.344547877,52.9424236977,-7691.36653778,51.1256703035,4.18687101351538,3.441264136564201,0.0977443191922733,91.32589658437914,122.11335229500035,118.286308811,1,107.150214626,690.29139673
kuril-kamchatka,196,162.426302941,53.0166977682,-7746.38906425,76.19839816,4.218590602643633,2.46383015451671,0.2625935288864687,149.49923065800925,-262.1920417199999,99.2563646855,1,107.085355071,679.233187906
kuril-kamchatka,197,162.427209517,53.0618487927,-7832.47701816,65.1657754286,4.8571789402948395,2.6644024779567137,0.2915313071021509,126.6255634028584,-56.25530787500065,99.25013186296,1,107.03405496,699.09662433
kuril-kamchatka,198,162.507310459,53.1180038374,-7852.87626804,55.1196428149,4.738517472945541,2.9309341259156336,0.2356861274537951,104.4269482296241,-259.37443154500033,73.1568586604,1,106.910867628,694.328868989
kuril-kamchatka,199,162.587620831,53.1741049831,-7840.86390784,115.3203343175,4.110996043756175,2.9477035914248977,0.1648026566441987,323.44843023919594,234.2482347350001,130.359861467,0,106.8043624,698.458090651
kuril-kamchatka,200,162.55863259,53.2530035679,-7781.78161663,79.2213177514,3.838333574065504,2.7555557683347858,0.1642092776365228,174.2082791119511,1644.0038636,135.38049780464,1,106.692101352,741.600413105
kuril-kamchatka,201,162.529537231,53.3318950958,-7620.7214751,65.18261541640001,4.84672169501739,2.6585715052484766,0.2915475959941712,144.27689373541682,1636.28785818,98.27641526585,1,106.615689978,788.252103831
kuril-kamchatka,202,162.529537231,53.3318950958,-7637.94449615,41.0693835891,3.5705651189515453,1.4790972231354929,0.4141797518587437,59.75573306159966,986.28979153,140.2268841188,1,106.615689978,788.252103831
kuril-kamchatka,206,162.888132996,53.5085801577,-7263.11857623,59.1691307091,3.068616947355951,4.796439612506778,-0.2196834380019999,124.29596653515912,1434.95744873,109.311207954,1,106.269435423,781.177443829
kuril-kamchatka,207,162.918435016,53.5975988776,-7100.2679446,51.142599090800005,4.099743688505496,4.610165105709582,-0.0586023837061411,105.5823203235104,1284.166261515,116.321879629,1,106.10932716,802.256897512
kuril-kamchatka,208,162.963751792,53.676907435,-6943.91747631,45.123455988,4.535470038873109,4.740754284826657,-0.0221301511035118,86.51137031951295,1027.7663767950007,71.193664437,1,105.981416095,813.609334979
kuril-kamchatka,209,163.010919944,53.7588099466,-6506.86875888,40.109953312,3.785702176468853,3.7857348781625806,-4.319086785254295e-06,67.99500450054856,1147.1836152650003,69.1886218879,1,105.839676393,820.537547749
kuril-kamchatka,210,163.058272675,53.8406938256,-6509.30813584,35.096431074600005,4.071952651379376,4.310633974084273,-0.0284734692725821,53.60794519632349,1080.7944927950002,67.1835934234,1,105.704585919,822.631869305
kuril-kamchatka,211,163.105811205,53.9225589462,-6249.53639614,35.0892428119,4.9493427341589955,3.716090849950147,0.1423185432371684,57.863248146150006,903.75712788,87.2194617723,1,105.569686404,819.878765272
kuril-kamchatka,212,163.203202793,53.9926381468,-6214.32407063,25.0647332945,5.134314803905916,4.741279397070982,0.0397986590818054,37.847933590755595,1066.5391376650005,96.2456750948,1,105.475146415,804.70795246
kuril-kamchatka,213,163.244095386,54.0761306301,-6091.66578231,9.0242111735,8.961598420662657,7.190350306915374,0.10966157357366,10.091599621968037,972.16821643,84.2240819433,1,105.328401326,795.948529835
kuril-kamchatka,214,163.320737772,54.1511673439,-6263.5297402,15.038533299050002,7.609416035473837,8.680970652677793,-0.0657783414056906,20.54398689513107,728.0395631900001,91.2309785775,1,105.218638308,782.346837859
kuril-kamchatka,215,163.39053318,54.2278488187,-6214.97105884,32.0773889033,6.68369322149735,3.049054759739375,0.3734442182993961,45.9816796999503,583.4423055249999,93.2219365244,1,105.103026183,768.840422017
kuril-kamchatka,216,163.491702674,54.2899105446,-6047.87444037,12.03056357498,5.6556760185992765,5.655699148581297,-2.0448426189129593e-06,14.041076470457645,48.797591235000255,46.1164286749,1,105.025711773,764.940266242
kuril-kamchatka,217,163.543965708,54.3772000971,-5915.84812464,20.04939364073,4.596468771680094,2.4788159071419353,0.2993028493788787,23.172907173605296,39.70814782499929,69.1687550706,1,104.88031611,745.765874897
kuril-kamchatka,225,163.859027488,55.0239755225,-5913.87882498,102.2979500356,8.949105283252552,0.7678214678011845,0.8419620755671706,158.52559503699217,3704.4891778036,141.41312172457,0,103.84255461,631.60464769
kuril-kamchatka,226,163.814301253,55.1200188872,-5942.01196462,70.2046501856,4.228841332960068,0.7060454457408409,0.7138554631939479,92.997642265889,-542.8587381799998,75.21957962392,1,103.786209922,617.30861059
manila,5,119.376019891,13.4861774612,-5115.57299916,382.527208331,0.9300934328389652,1.4509419210928975,-0.2187487419680024,959.7547026550972,-0.9711376507499948,182.2826528872,0,24.0360738735,1204.87787167
manila,6,119.492209884,13.4532429058,-5036.46773091,293.905008823,1.3739623743405682,1.4408560087768416,-0.0237648136865543,716.8532906157641,85.37762509250001,178.32545738470998,0,24.1384775074,1176.20246823
manila,9,119.597726974,13.4127328319,-5036.60875255,100.6729610447,2.808546266375235,3.493646602049477,-0.1087082464750858,256.76867066146633,-899.8705402549999,55.81760537044,1,24.2721104551,1160.47413078
