trench,profile,lon_x,lat_x,z_a,W,theta_l,theta_s,A,S,h_f,d_f,lon_y,lat_y,age_Ma,sed_m
izu-bonin,67,142.528956115,30.1384251976,-9565.063845,55.0406157653,7.932796301718315,3.8780706993449727,0.343304653418611,118.4836610316204,77.33723969499988,67.0501451338,142.528956115,30.1384251976,138.995549046,417.114066999
izu-bonin,68,142.481571517,30.2254395903,-9587.59638964,56.02880826890001,8.021507339911485,4.139001587309198,0.319271650211242,127.4447351107735,-694.2131624099993,46.0240028899,142.481571517,30.2254395903,138.782758139,437.75660575
izu-bonin,69,142.436376259,30.3056256718,-9596.42563162,52.0295743744,10.936415212318494,4.071939408616866,0.45737697283127066,116.39690571772218,-698.2257742400006,49.0281785442,142.436376259,30.3056256718,138.588050129,455.691845562
izu-bonin,70,142.395999044,30.3873490912,-9569.01806509,50.0449258987,11.158011149621135,3.9643348431700858,0.47569843395199757,109.06153700663903,170.88598419000027,68.0615963969,142.395999044,30.3873490912,138.391339578,466.53356223
izu-bonin,71,142.380033726,30.4768291585,-9309.12068047,54.06092510079999,7.304325666163315,3.6670526045695633,0.3315238041966432,114.45237291181026,60.52471528000024,70.0791524059,142.380033726,30.4768291585,138.206919511,462.842923377
izu-bonin,72,142.378741473,30.5709682867,-9335.46378102,67.0474886625,6.481801227610033,3.1791537882699723,0.34185517207267796,140.04819744511633,-220.2518271150002,60.0430294589,142.378741473,30.5709682867,138.019830352,453.042460104
izu-bonin,73,142.303878384,30.6417851184,-9443.36380962,64.0328911238,13.231020184420494,2.793672373154643,0.6513290519468934,138.06937202113784,153.05219918249986,90.0474334172,142.303878384,30.6417851184,137.819780479,469.644641058
izu-bonin,74,142.290295316,30.72399182,-9227.38744914,53.059585408000004,6.0150193369661356,3.9556110121810275,0.2065474551427192,119.85622570389533,-67.3185557350007,58.0653944856,142.290295316,30.72399182,137.646692544,462.866951861
izu-bonin,75,142.282534481,30.8026534132,-9413.71736482,68.0733502601,5.003360371795177,3.7246514076801547,0.14650632886655995,147.08986525416955,645.523413885001,104.113182461,142.282534481,30.8026534132,137.492568803,456.485139457
izu-bonin,76,142.25768904,30.8877441801,-9714.67413502,76.0748991282,6.130049698967965,3.3867414407136205,0.2882597945031849,160.210007911767,86.88328180499957,95.0946564101,142.25768904,30.8877441801,137.314282766,453.127494428
izu-bonin,77,142.232799533,30.9728302335,-9646.28224554,71.0794096935,7.2774197771659725,3.2814847735970343,0.3784421939187038,149.36073167175044,123.76102082000034,95.10681148584,142.232799533,30.9728302335,137.136364563,450.200482095
izu-bonin,78,142.228773976,31.0595585673,-9668.26322247,76.0900089772,5.704568821318792,3.3349271425555185,0.2621431203944749,158.57005238138433,90.1328342099996,103.122179061,142.228773976,31.0595585673,136.960542575,450.496310343
izu-bonin,79,142.22474117,31.1462867751,-9653.07488834,71.08318503219999,5.987734243236576,3.682632852248623,0.23836751678890608,157.0160636708952,-316.1417785650001,67.0786740566,142.22474117,31.1462867751,136.781383517,453.731985132
izu-bonin,80,142.211451118,31.2309539385,-9660.22397581,68.079195651,6.740590554961387,3.6886214873438283,0.292636591838147,155.8210118214903,-311.2097181025001,75.08761717559,142.211451118,31.2309539385,136.607349492,461.128194092
izu-bonin,81,142.203017151,31.3189522859,-9639.09247056,66.0793652602,7.267294677855632,3.6483149889061717,0.3315416911589747,155.5697910563408,-98.57250909749928,82.09871731599,142.203017151,31.3189522859,136.434400735,469.83539061
izu-bonin,82,142.203017151,31.413942512,-9677.38979878,66.0702475003,7.274924835567685,3.9061878849692167,0.3012881664640535,157.92330749167274,333.5942048850002,91.0977168626,142.203017151,31.413942512,136.243796899,479.370553299
izu-bonin,83,142.154447731,31.5062025339,-9663.2175998,59.0621987618,10.89549738887339,3.754389807258682,0.48745136983035164,142.40563347984505,144.0916295775005,96.10211138549,142.154447731,31.5062025339,136.038177922,495.750771819
izu-bonin,84,142.151167612,31.6025593937,-9449.91650935,56.0686710298,10.149980431151462,3.74739209971323,0.4607049510415523,132.7397279598062,239.07739890999983,93.11408565693,142.151167612,31.6025593937,135.839456505,502.843113455
izu-bonin,85,142.151167612,31.6982317432,-9466.85608053,75.089701553,4.877552336954742,3.6337022261687957,0.14614180571864682,157.82202829996257,-11.40694411000095,94.1129437221,142.151167612,31.6982317432,135.652805599,502.210096097
izu-bonin,86,142.126780785,31.7925326919,-9459.05416658,64.07191291160001,7.964369476786821,3.3806064948604218,0.4040346135048585,143.7549665977864,93.58283891999963,106.120112036,142.126780785,31.7925326919,135.455351029,510.115563941
izu-bonin,87,142.107624425,31.8871731551,-9533.97251174,65.0790610872,9.139077163183277,3.2609503543856544,0.4740414326072439,149.35346410966545,54.59334335499989,86.1048920114,142.107624425,31.8871731551,135.249667326,532.093076525
izu-bonin,88,142.104266332,31.9830156191,-9517.57762253,58.0712245128,10.222311603898358,3.599491724191296,0.47915743861350535,141.14051027293516,176.3231979250004,97.1194874454,142.104266332,31.9830156191,135.061861631,573.057877244
izu-bonin,89,142.086837088,32.0790404882,-9507.75806146,65.0796449293,7.181624443765522,3.4414974442845065,0.3520741867499696,149.6787859517681,246.56615942000008,108.132927636,142.086837088,32.0790404882,134.903635451,630.173722019
izu-bonin,90,142.085993373,32.1279948066,-9525.2010101,74.08715652469999,6.60965351508122,3.183526671663223,0.34984823908942575,168.03248216330968,21.17041674000029,87.10191917054,142.085993373,32.1279948066,134.833378757,655.897702643
izu-bonin,91,142.115820052,32.2300048679,-9439.51564075,96.1041661924,3.342815072503215,3.0759705106982405,0.04157243739428387,204.82886145512774,41.25625109499924,91.0975254683,142.115820052,32.2300048679,134.707049203,701.420523781
izu-bonin,92,142.145713765,32.3320079085,-9516.85834975,86.1055687688,3.4361744284638527,3.7705125664610213,-0.04639276525158061,192.13433261294057,-178.45418578000044,57.069690048839995,142.145713765,32.3320079085,134.590033328,737.1781901
izu-bonin,93,142.138015547,32.3775529506,-9507.62788628,90.1083918278,3.3907996156168307,3.390769703726952,4.410762239568138e-06,202.1965746217846,197.66859057999955,90.109177713,142.138015547,32.3775529506,134.526972899,749.144454355
izu-bonin,94,142.118600018,32.4781925546,-9417.84325552,95.1139615419,3.1992084249997315,2.8798269141847457,0.05253818953087907,197.11874986611645,497.43606349999936,92.11120463796,142.118600018,32.4781925546,134.387448195,770.440857762
izu-bonin,95,142.10043984,32.5639195137,-9438.4721437,72.064244557,3.48017756898399,5.458919057343178,-0.2213581048594392,155.817157623789,-930.5083951249999,51.0462763374,142.10043984,32.5639195137,134.267114359,784.950213644
izu-bonin,96,142.044284371,32.6435761875,-9447.78603071,37.0374629726,6.901904033120967,10.067078143530548,-0.18652704549155014,82.88397530338791,-71.15622942499976,24.0244427454,142.044284371,32.6435761875,134.138874697,796.345345874
izu-bonin,97,142.038161922,32.7306366766,-9154.01993742,31.0404022407,7.796731746035967,9.439972998971388,-0.09533384003757386,58.66101722886106,290.7536370149992,23.0299870385,142.038161922,32.7306366766,134.022155545,806.45366558
izu-bonin,98,142.038161922,32.817498552,-8694.60685521,53.067461196000004,2.8905872748243557,7.289482027300336,-0.43210852715490683,86.67060819919679,496.39134010999896,26.0330014198,142.038161922,32.817498552,133.909858323,813.833493972
izu-bonin,99,142.061864143,32.903961113,-9184.87193102,55.06299797530001,3.6860330756096658,7.543488339440832,-0.34351021038716456,115.474412560786,-336.4680415900002,29.0330066209,142.061864143,32.903961113,133.807572612,817.611403651
izu-bonin,100,142.08794867,32.9894982185,-9257.35743013,82.1018451533,3.32433880443636,3.49018420258222,-0.02433705161389114,181.77485529962019,925.6707241800004,93.11457711288999,142.08794867,32.9894982185,133.708795467,818.724186137
izu-bonin,101,142.095659538,33.0772800497,-9256.4414178,83.1104566452,3.217242007168009,3.6286693055494537,-0.06009825129010178,183.57945429054743,228.49817186249948,76.10113280672999,142.095659538,33.0772800497,133.597811374,816.39310737
izu-bonin,102,142.08794867,33.1640392829,-9259.97923517,77.1019395882,4.342395809063915,3.259515424547841,0.1424484384569149,175.12398694849935,1849.0605523775007,137.18205142421,142.08794867,33.1640392829,133.482230074,811.650599942
izu-bonin,103,142.08128888,33.260240369,-9240.05085623,77.085133736,4.6227970995663465,3.1190135208538363,0.19424184502086064,178.46415220973628,255.88528724500065,80.0893732308,142.08128888,33.260240369,133.353120654,804.500451508
izu-bonin,104,142.022754507,33.3526184557,-9216.44624384,105.0954556211,4.306162327003602,2.989375929989313,0.18049201452026153,274.82124610547777,-291.5928833600001,103.095734655,142.022754507,33.3526184557,133.201765725,809.36986356
izu-bonin,105,141.992058461,33.4429162867,-9277.25454609,73.0918887692,6.020914559155141,2.9572688167724834,0.3412322531300629,172.46401306789198,557.6915580850009,100.126731065,141.992058461,33.4429162867,133.070150012,812.094698588
izu-bonin,106,141.982055009,33.5381232189,-9272.80760714,92.1045334751,5.209284404583672,2.9191468221281442,0.281744105176117,234.19734364645302,-19.688055239999812,90.1032700314,141.982055009,33.5381232189,132.940958884,812.663899869
izu-bonin,107,141.930474458,33.6234892511,-9259.57123516,124.12678167799999,4.634834365966103,2.5529737345378125,0.28963775914973827,345.0779691755384,-460.70396790500035,103.10681305,141.930474458,33.6234892511,132.797864161,826.558516224
izu-bonin,108,141.92641024,33.6670972287,-9300.00440973,98.1226684378,3.392039380106203,2.653195772353516,0.12221916751279098,220.00321743268236,290.12812899000073,90.1117505893,141.92641024,33.6670972287,132.742327092,828.254792829
izu-bonin,109,141.960174804,33.7468720953,-9260.62898035,94.0975385456,2.5865990989266496,3.6453951427791336,-0.16989682640699566,234.64640574675718,271.1182208075006,85.08633887908,141.960174804,33.7468720953,132.658662317,820.477975451
izu-bonin,110,141.994002239,33.8266377537,-9233.36699452,83.1143022708,3.5613307321491705,3.3134313502737687,0.0360593397856224,203.90380860476924,540.5092890325004,87.1200325512,141.994002239,33.8266377537,132.57234799,810.926283134
izu-bonin,111,141.952878746,33.8705435413,-9235.21250325,85.0989097845,3.2497065840781536,3.6548256325313493,-0.05867436572728904,204.99747582594563,535.4831152300003,95.1121944544,141.952878746,33.8705435413,132.493321954,825.71184751
izu-bonin,112,141.950540869,33.9559002331,-9249.30176852,93.1295931185,2.7722149016787236,3.671019509646392,-0.1394958728162771,208.9144714051373,583.7673156925002,94.1310479471,141.950540869,33.9559002331,132.379984991,828.284673911
izu-bonin,113,141.950540869,34.0405112225,-9237.5705104,96.1344107292,2.6623355597152716,3.887930099531527,-0.1871060814283346,211.86933126654586,512.2724244350011,92.1287977417,141.950540869,34.0405112225,132.271977318,828.711536891
japan,0,144.602697631,40.704691338,-7443.22829004,54.0782676227,2.553459300999943,2.5534993368081866,-7.839462013134028e-06,79.48402618591537,-517.8877338299999,49.07031961515,144.602697631,40.704691338,132.474718807,892.663552407
japan,1,144.540882309,40.6028191448,-7436.45585099,54.0778427864,2.5442072997915113,2.5442471078326365,-7.823208765632071e-06,86.30615442164455,86.63566902000002,120.16876175935,144.540882309,40.6028191448,132.585571741,918.643486852
japan,2,144.479255155,40.5009140982,-7599.14886653,53.0751195397,4.167439344830176,2.331727015944158,0.2824535066474748,88.4583053219007,76.04991002000042,133.183842692,144.479255155,40.5009140982,132.69367525,965.314301803
japan,3,144.450158035,40.4552622986,-7598.50786149,51.0760022744,4.387776818030315,2.396656561266056,0.29348364785192466,86.21058063422905,75.70015328999943,133.193932604,144.450158035,40.4552622986,132.747243603,995.782482487
japan,4,144.404601104,40.3653833125,-7595.89811696,46.0789906244,5.523929749628422,2.4228088629461584,0.39023818925856985,76.3646123977061,81.01296126999932,125.212328101,144.404601104,40.3653833125,132.849533079,1047.83399936
japan,5,144.391438477,40.2777976382,-7573.53122304,43.078170236,5.2295118511207495,2.529990641229193,0.3478987489923486,69.30371445064796,144.66517144000045,125.22587023,144.391438477,40.2777976382,132.942117431,1054.02003375
japan,6,144.373161907,40.1926971905,-7488.55265562,44.0772812399,4.751388833964472,2.4617631038389662,0.31742374898909265,71.18277560329221,74.87498930499987,131.2279068,144.373161907,40.1926971905,133.029003455,1075.98309034
japan,7,144.351081005,40.1262028246,-7556.98278106,45.074330892199995,5.118296128634242,2.564286005971554,0.33244162937852373,72.1976979326901,-40.99560757499967,109.178039167,144.351081005,40.1262028246,133.089506744,1110.12532352
japan,8,144.323280224,40.0608424651,-7551.03179423,42.0698805179,5.848613791535446,2.629110242316267,0.3797603621400792,68.85063664239459,31.24064671999986,138.226439463,144.323280224,40.0608424651,133.146414413,1157.47749351
japan,9,144.303260482,39.9933906501,-7504.34067232,45.0815857745,6.645813866101242,2.1587963046125123,0.5096213772659266,71.42410417521961,-21.220489889999953,115.207646129,144.303260482,39.9933906501,133.207932351,1192.91297617
japan,10,144.303260482,39.9228229287,-7469.61857974,43.0791452265,6.883665792206119,2.095120683634044,0.533317628329501,66.37884099456927,34.21580665000056,111.204169366,144.303260482,39.9228229287,133.277317868,1191.61949448
japan,11,144.300400552,39.8406241572,-7400.45756943,45.079733248699995,5.681522126341836,2.0719126910952887,0.46554972347593593,70.43095839405129,-8.347199685000305,134.235769293,144.300400552,39.8406241572,133.370450661,1195.5009105
japan,12,144.271766603,39.7653572045,-7475.954449,44.074675163500004,6.011610932288581,2.010444193820866,0.49877078573607475,66.1142936010734,33.0875648199999,113.190173756,144.271766603,39.7653572045,133.448511067,1252.22072733
japan,13,144.248017425,39.662493631,-7468.72440247,34.05914867685,8.172757785460524,2.530254020216434,0.5271884089907537,53.198809239793626,19.75214460999996,120.207248543,144.248017425,39.662493631,133.555581266,1300.08449662
japan,14,144.224346399,39.5575893245,-7494.16717593,39.06977344846,7.5847778038243305,2.287608380331519,0.5365642434039114,60.00202124842822,-7.338204210000185,118.210330997,144.224346399,39.5575893245,133.675055247,1344.79814329
japan,15,144.224346399,39.4666873042,-7499.60584257,39.07035922332,9.119039576721557,2.3720164316155556,0.5871543172542915,61.0109452550113,-76.02951891000066,114.20585140652,144.224346399,39.4666873042,133.786527759,1333.9507515
japan,16,144.231957926,39.3716086019,-7460.05282689,42.07545778084,7.689589638421837,2.108888706350972,0.5695477129923954,62.42899011781626,-42.96645283000089,112.201406861,144.231957926,39.3716086019,133.896440088,1298.2750463
japan,17,144.231957926,39.2890605822,-7473.50824119,33.058350350219996,7.188286945004681,2.7078281684256806,0.45274925819106676,50.716830001329456,22.395855359999587,106.186772686,144.231957926,39.2890605822,133.988810346,1274.79046238
japan,18,144.211886627,39.2061823792,-7464.21887608,33.05751622087,6.89094445515091,2.594868044819919,0.45289493233649764,47.74442759657675,94.15495861499949,109.189058887,144.211886627,39.2061823792,134.0676029,1288.38592259
japan,19,144.211467452,39.1633049997,-7417.89627984,34.05999011099,6.082683675903143,2.542351208750011,0.41047166933232665,48.32494717205518,58.59695547249976,107.18820130784,144.211467452,39.1633049997,134.115086982,1269.78400789
japan,20,144.196402173,39.0584757863,-7368.14281651,32.0557159853,4.416326028111993,3.0248891271187777,0.18699054817882949,47.25523509345698,161.7303141600005,113.19578316077,144.196402173,39.0584757863,134.221437109,1244.65991296
japan,21,144.181381563,38.9536446405,-7518.55315983,38.0645443971,4.974549846971189,2.591527326068483,0.31496143462482373,56.759063589270944,6.655035110000426,94.1588060577,144.181381563,38.9536446405,134.31719277,1203.15911842
japan,22,144.163940694,38.9001762525,-7633.13251568,39.0643321078,5.8213007828029975,2.594423648949037,0.3834342676049542,58.48494293804896,8.094929304999823,90.1475008106,144.163940694,38.9001762525,134.364868778,1196.78679924
japan,23,144.140599174,38.8000840062,-7601.91334426,36.0600303231,4.851923225291862,3.0919977291866343,0.22154368179016748,57.40768684846507,-10.062438435000331,85.1409196196,144.140599174,38.8000840062,134.470800265,1152.85655203
japan,24,144.117349808,38.7001075526,-7602.22203253,37.062688552699996,4.2161192190422865,3.2147255615138293,0.13476175146986638,59.745600806170586,20.48543572000017,97.1634688216,144.117349808,38.7001075526,134.581795135,1093.14624081
japan,25,144.106717947,38.61206852,-7613.07044407,37.0635264861,4.561406163430672,3.1135757078768567,0.18864285021524874,59.490072744840944,1.4990258399993763,90.1540291297,144.106717947,38.61206852,134.677386736,1009.42458596
japan,26,144.09639472,38.5243273008,-7603.71892165,38.0653697217,4.035802001277523,3.268946229285286,0.10498045213710991,59.828683682691384,6.680270800000471,87.1492938949,144.09639472,38.5243273008,134.772123656,918.147634287
japan,27,144.090322134,38.4315492515,-7543.42217054,36.0619594094,4.773829588537415,3.042082562757619,0.22156684878972951,57.30049377101157,66.53375619500002,97.1666497749,144.090322134,38.4315492515,134.879450143,811.162904759
japan,28,144.085675592,38.341779337,-7488.23356878,30.047114643,4.140972486918518,3.168931077723586,0.13297595523649336,43.24264351785986,243.16804589000003,84.1308364521,144.085675592,38.341779337,134.982089118,713.08930343
japan,29,144.03495348,38.249825549,-7426.03505094,27.0398322991,4.150132393150159,2.855864421767925,0.18473716240154567,37.415326708039906,246.6238657849999,74.1081381339,144.03495348,38.249825549,135.082277049,674.301180052
japan,30,144.012693732,38.1547915645,-7512.90658262,37.0619063091,4.064634133021502,2.7738383830125914,0.1887549810257182,54.85729900359661,124.82296743500046,84.1400504627,144.012693732,38.1547915645,135.211090772,603.061722849
japan,31,144.010900883,38.0762686148,-7564.33428672,34.0572505119,4.456460190325934,3.1227379633976446,0.17597141542909078,49.643466970948694,143.14277459999994,107.179577877,144.010900883,38.0762686148,135.327516838,545.068862455
japan,32,143.997465487,37.997146257,-7540.4505067,25.040760195300003,4.9856651444795155,3.921102543089727,0.11952288851942873,34.60249145760077,138.59592330499981,85.1378506518,143.997465487,37.997146257,135.433137293,507.751281706
japan,33,143.987825923,37.9572634825,-7512.08971422,21.03184226623,5.0035119430356,3.756822819799139,0.14231067156536922,26.743937946372142,150.40439120000065,81.1217293803,143.987825923,37.9572634825,135.488450491,494.107981515
japan,34,143.960324775,37.8837421136,-7449.90878823,20.02922949458,5.496422235420088,3.6705479241518795,0.1991796939975491,26.22748238860752,-236.0877871800003,59.0855967429,143.960324775,37.8837421136,135.587054698,477.645540139
japan,35,143.932878487,37.81021436,-7435.45568693,27.036879927900003,4.42823278864976,3.047627577589611,0.18467509335713336,35.988808698977444,-378.20308947000103,49.0664367233,143.932878487,37.81021436,135.684203401,466.596730082
japan,36,143.894475287,37.7371565276,-7516.8644975,30.037823673000002,4.642510248653739,3.0987972663984147,0.19941243507685721,42.57429918009129,-467.415124485,44.0550368919,143.894475287,37.7371565276,135.783106974,461.258368508
japan,37,143.856147813,37.664086261,-7539.63073092,33.0460780073,4.38052889233911,2.8505702458584494,0.21158037211781633,47.503725858132526,-538.7741546099996,44.06109179832,143.856147813,37.664086261,135.892859435,456.86858726
japan,38,143.847177312,37.6226324978,-7518.90509235,32.032966809,4.1526548601361855,2.8439671473921724,0.18704565022033012,46.69211423424395,-46.675764519999575,82.0824578146,143.847177312,37.6226324978,135.952396313,449.905921917
japan,39,143.781628807,37.5545815749,-7596.77328224,38.0434881801,4.533864155319186,2.3612309486768606,0.31509836686417536,55.589096336366005,-92.15964734499994,83.0932694205,143.781628807,37.5545815749,136.044952422,453.337635076
japan,40,143.758783609,37.474192293,-7789.04778315,41.0626079638,4.519495515779774,2.8960393980163723,0.21892636696282844,62.95740715889755,-70.98426514499988,86.1303581975,143.758783609,37.474192293,136.146362866,440.275278473
japan,41,143.731288443,37.3699313784,-7817.03290551,43.0577794677,3.9685297809273563,2.859570135195755,0.1624111626007446,65.93714150066458,593.4555684050001,87.1153486362,143.731288443,37.3699313784,136.28374855,434.673849761
japan,42,143.67334204,37.2774640798,-7767.74754455,43.049247888400004,3.2478595348121604,3.100562013752931,0.023202227503704858,65.65848104166923,3801.89128645,110.122569253,143.67334204,37.2774640798,136.407758899,451.963870068
japan,43,143.633795392,37.2010936984,-7776.44363627,48.0531171504,2.9478437444699637,2.7124215432225105,0.04159207904254042,67.34937240416482,3338.29826266,102.10988372,143.633795392,37.2010936984,136.504164601,475.131049913
japan,44,143.583667202,37.127694823,-7752.76048004,41.0346639646,3.2793034307838846,2.567534683273757,0.12173566868540646,55.18538539235307,3254.9266355000004,98.0796152397,143.583667202,37.127694823,136.596102541,510.368846718
japan,45,143.5231791,37.0576286951,-7698.4989622,46.042107901099996,2.36933733781359,2.369373948080285,-7.725785448057117e-06,61.946307944012304,3092.0022875000004,98.0864624217,143.5231791,37.0576286951,136.684406964,558.438903287
japan,46,143.46292813,36.9599126826,-7702.47166199,43.047355607200004,3.5570150465780817,2.109644952238983,0.255418552487928,59.8911287662101,1785.7627591450005,96.103379461,143.46292813,36.9599126826,136.813335984,607.719815399
japan,47,143.408,36.8604,-7664.6949195,35.030370552899996,2.8130565104099268,2.65703791568051,0.028522102650598256,47.04652940732054,1243.2234075499991,71.0599011778,143.408,36.8604,136.940387498,644.312164936
japan,48,143.343525813,36.797975056,-7636.32186185,35.0205808325,3.3483882728672087,2.23370253874491,0.19968964528550462,46.802758595616815,187.68242818,75.0420575857,143.343525813,36.797975056,137.017950463,693.712675098
japan,49,143.289182025,36.7314752516,-7669.07877278,37.0375844963,3.723621955039215,2.0189928243177273,0.2968384953922283,48.61113139382916,170.07723150499987,97.0959961153,143.289182025,36.7314752516,137.10730366,725.172113532
japan,50,143.256038374,36.6583969653,-7654.11163384,27.0228483363,3.6627213079439556,3.401767625148682,0.0369387913643507,36.60950622637094,2293.46052604,78.0639430717,143.256038374,36.6583969653,137.203327842,722.613196471
japan,51,143.19076011,36.5978814909,-7658.82715777,37.0103683882,2.7659787263819267,2.6206532627817527,0.026978910735414276,47.881017206902726,2231.77357411,70.0174294334,143.19076011,36.5978814909,137.283452192,754.48170285
japan,52,143.118340224,36.5368779515,-7785.06030659,31.0135942935,5.16303345438285,2.845076197768915,0.2894512384693813,43.52254548682508,822.1270754899997,72.0296565767,143.118340224,36.5368779515,137.364430784,790.559777767
japan,53,143.041995811,36.4498424947,-7892.33461927,37.0197936004,4.496229484371582,2.7404163362031375,0.24262803399558963,51.97532325224105,811.0015550800008,62.0318451521,143.041995811,36.4498424947,137.476771336,805.181322757
japan,54,143.004867972,36.4148560652,-7950.32549815,44.0343225078,4.208890496632357,2.4080340603293244,0.2721591308470258,62.75151627405758,589.9635126849998,62.047275069200005,143.004867972,36.4148560652,137.53153,819.413414313
japan,55,142.95242688,36.331959897,-7992.20026564,42.0406377862,4.446831763870043,2.7399641250862556,0.23750050302759707,64.67638038378908,1661.00204885,60.0571383488,142.95242688,36.331959897,137.607314236,803.996304099
japan,56,142.900097282,36.2490408688,-7984.61022497,30.0250432116,3.9974644559300225,5.221501327319665,-0.13277377312904712,45.922634329432604,-412.6201487449998,22.0181732159,142.900097282,36.2490408688,137.538726702,789.358677702
japan,57,142.848030656,36.1862731072,-7958.73148442,21.01383061248,4.671082230964226,9.280956063833113,-0.3304086281491853,34.17916492887165,1599.660284875,20.0129709862,142.848030656,36.1862731072,136.983181253,803.874393667
japan,58,142.796047429,36.1234828351,-7997.26611261,27.015715177300002,4.216645521747107,6.121069616148947,-0.18422098781002313,43.4309751126882,-392.87278631499976,21.0120121278,142.796047429,36.1234828351,135.800812685,824.41634212
japan,59,142.775221051,36.1030782403,-8018.57331559,46.0074456488,4.880988783130453,2.3662026193507972,0.3470014829356733,71.95971920621987,-136.9174527999994,79.0104985186,142.775221051,36.1030782403,135.475204511,839.21328507
japan,60,142.707783166,36.0481045098,-8025.84650766,44.99791371159,9.452565880493987,2.061699999849808,0.641887720628482,62.80071359606218,-182.25848550000046,81.9940667626,142.707783166,36.0481045098,135.397532973,900.527639678
japan,63,142.667322614,35.9041582925,-7439.0819997,17.0010585478,4.295124182116167,3.009436660532091,0.17601161100301715,20.95984053352244,581.0164406200001,19.001327569700003,142.667322614,35.9041582925,134.890790557,810.248467612
japan,73,142.373836489,35.5976129182,-7498.38130693,26.03284402543,13.191190493463878,1.7511124645604275,0.7656167901989904,30.555680433431604,160.07562437999968,98.12230779541,142.373836489,35.5976129182,131.165013894,1154.34490527
japan,74,142.339379042,35.4959964512,-7569.05438424,22.019522257600002,4.0123448675582045,4.8113905702334945,-0.09055639851269903,28.561292438643537,232.0248037099991,97.0831478929,142.339379042,35.4959964512,130.708906248,1173.26839182
japan,75,142.263075792,35.4220346849,-7262.05549034,242.1236621095,3.1954288717519628,0.7507504986919215,0.6195051323237374,532.0918115380616,973.2651049599999,212.1034487423,142.263075792,35.4220346849,130.691637219,1274.25374045
japan,76,142.242037896,35.3776673424,-8047.54443926,40.04932275929,9.09494097066117,2.2918220000731075,0.5974585567534091,58.0872308774703,280.64910167500057,98.11940046712,142.242037896,35.3776673424,130.725871148,1292.65060785
japan,77,142.205495561,35.2703609431,-8372.30611781,43.0547427193,7.0495366627120175,3.067397465164381,0.39361126080431547,74.15423303599495,49.2335528600006,67.0846974947,142.205495561,35.2703609431,130.834574422,1306.8272059
japan,78,142.169049911,35.1630435855,-8265.50249903,37.0498246055,8.51246160456346,3.172936305360274,0.45693996390731684,66.44720111799666,78.13819241750025,66.08841960899001,142.169049911,35.1630435855,130.958058065,1302.82763652
japan,79,142.163678845,35.1119655429,-8373.98878141,38.0505585612,8.429617546965535,3.455109161500966,0.4185631279111201,69.26287409404672,64.62095564500032,63.0833844814,142.163678845,35.1119655429,130.998147904,1274.69353227
japan,80,142.141644917,35.0638093988,-8358.35639159,41.0580889518,6.968651528341827,3.2480225292442153,0.3641722323846659,70.70990511013873,93.70145821000006,63.0889789236,142.141644917,35.0638093988,131.044554148,1268.66834194
japan,81,142.139785924,34.97113301,-8231.93737139,40.058193277499996,6.065069441104374,3.2744956717434417,0.2987905470589981,68.93630866396417,32.330562344999635,59.0857118883,142.139785924,34.97113301,131.157582087,1192.82806582
japan,82,142.130617607,34.9250679287,-8131.50487064,37.0510175726,6.670625480594152,3.213086671123162,0.34982188436864137,66.72784421322052,13.925021890000608,59.081048322479994,142.130617607,34.9250679287,131.210080658,1163.41940737
japan,83,142.113917561,34.8463728711,-8722.97813299,42.0575148518,7.041581160809627,4.346891459434951,0.23661554900562295,76.3865559183922,5.761145267500069,59.08046436278,142.113917561,34.8463728711,131.304100793,1111.91243512
japan,84,142.097249423,34.7676755354,-8358.35475975,47.067520484300005,5.156335372798239,3.205810130548835,0.23325655377183727,83.0328370422025,-48.56515983499958,56.0803259025,142.097249423,34.7676755354,131.401014865,1058.74894713
japan,85,142.099572342,34.6850846683,-9040.36133987,50.0722782415,6.482760836554745,4.332100672093685,0.19886155386652152,101.86459730466994,26.88453054999991,55.07954097224,142.099572342,34.6850846683,131.509220389,990.394141356
japan,86,142.101890632,34.6024937572,-9054.2877598,46.065712283699995,5.459229846516117,5.952118943048912,-0.04319288680261106,103.57763101063135,457.7178178175009,90.12820018209,142.101890632,34.6024937572,131.617605338,931.409655796
japan,87,142.089088256,34.5518624445,-8870.40948419,51.0495316632,5.122337429907955,4.55579269182169,0.05853865684387123,108.3729457178347,52.858598320000056,53.05079106127,142.089088256,34.5518624445,131.67717712,906.299880082
japan,88,142.033859993,34.470848099,-9222.61032674,58.0628482571,6.275230572585257,4.133159702236083,0.2058023204155787,137.55027661512378,598.4150700200007,101.107441348,142.033859993,34.470848099,131.750752677,880.557562716
japan,89,142.016818951,34.3854034198,-9243.36317386,66.0887113335,5.691031520120501,3.7062319630826095,0.21121037635962522,155.80743772929145,425.8613098400001,100.13347970871,142.016818951,34.3854034198,131.855205395,847.909052962
kermadec,1,180.528,-36.7451478305,-5363.76660956,16.012878223370002,2.362171564619888,3.0359379675975373,-0.1248152522575585,16.809357033077195,133.40754737499992,61.0504553466,-179.472,-36.7451478305,126.516645472,328.331872952
kermadec,6,180.783,-36.3518970753,-5996.53055769,13.01195645014,3.9129779874904767,2.4479199163932486,0.23032252572435077,12.896805489549875,610.1540466850001,68.0639407028,-179.217,-36.3518970753,126.263427021,392.985850015
